,timestamp_ns,qw,qx,qy,qz,tx_m,ty_m,tz_m
28,315969111042441185,-0.7208318934961558,-0.00623009413611417,0.0031390613916161977,-0.6930748253539306,1091.8366047940808,-425.7653125599552,17.44011945074196
29,315969111057428274,-0.7227880319163555,-0.0063027117386308396,0.003217617780820935,-0.6910335619049466,1091.83910472053,-425.71823998300437,17.43919417236555
30,315969111059091000,-0.722995095164007,-0.006316911786417909,0.0032223572724244262,-0.6908167668838676,1091.839218405918,-425.71387172195335,17.43916570106802
31,315969111077482494,-0.7252971383464365,-0.006407541676315805,0.003362438067050457,-0.6883979216458908,1091.8410610722365,-425.66556013543703,17.438898903611662
32,315969111092441183,-0.7271367621761318,-0.006465923141654658,0.0034802818764267077,-0.6864533549834237,1091.842570092859,-425.62617327383794,17.438707676086246
33,315969111107428269,-0.7289191443883081,-0.006574358480410018,0.003555953188898589,-0.6845589923094331,1091.8445484282222,-425.5867747848774,17.438628806409817
34,315969111127482492,-0.731237734767004,-0.006713308862819611,0.0036618684391736766,-0.6820798321725012,1091.8476146305,-425.5337950355154,17.43853611689901
35,315969111142441190,-0.7329349446560327,-0.0068132661843907484,0.0037532852899109697,-0.6802542606669153,1091.8492482992892,-425.4968362207214,17.44023986212666
36,315969111157428271,-0.7346203386235552,-0.006925162947078194,0.0038035006434202737,-0.6784324090000602,1091.852198482206,-425.4555198625192,17.44257665458239
37,315969111159288000,-0.7348205362824795,-0.006933806635008735,0.003810986410428,-0.6782154363958823,1091.8525645982186,-425.45058654032044,17.44259864678227
38,315969111177482492,-0.7367818590640385,-0.007027950876917086,0.0038981731088146843,-0.6760827643913315,1091.8563109354784,-425.40229997445664,17.44284244117649
39,315969111192441189,-0.7383630765556103,-0.00704753439763599,0.004043761739018754,-0.6743544671975163,1091.858722730463,-425.36609538772814,17.44482122499644
40,315969111207428274,-0.7399302797884058,-0.007036084005247364,0.004156620187316791,-0.6726339250162314,1091.8622821864365,-425.32635553163277,17.445260042044755
41,315969111227482490,-0.741986952135478,-0.006933777328330307,0.004390645198018236,-0.6703640860214769,1091.8674536481656,-425.2728391053984,17.445774633841836
42,315969111242441188,-0.7434995461217733,-0.006817958617309288,0.004563900513836622,-0.6686861081023813,1091.8730672767617,-425.2272047893227,17.443593046057384
43,315969111249927212,-0.744250467118487,-0.006729062830037305,0.004691776471206689,-0.6678502445465508,1091.8751669505668,-425.20699770896306,17.44412604586176
44,315969111257428277,-0.7450277218770275,-0.006679376822754827,0.004800825665540405,-0.666982782111289,1091.8772770668763,-425.18572366490355,17.44667626533147
45,315969111259484000,-0.7452311715473378,-0.006659198246772747,0.004836873901401741,-0.66675539794122,1091.8778695309234,-425.18018143943476,17.4467386400132
46,315969111277482497,-0.7470137779961027,-0.00648065834305396,0.005145752272014905,-0.6647570517000817,1091.8826396644624,-425.13354883246024,17.448183224516445
47,315969111292441186,-0.7484825643203081,-0.006339275585444722,0.0053818670597592586,-0.663102329961597,1091.887091494453,-425.09326320265507,17.448733977634898
48,315969111299927210,-0.7492108836341822,-0.006288246157278074,0.005505015798212518,-0.6622787967354948,1091.889331934221,-425.0729889135372,17.448984311122288
49,315969111307428275,-0.7499347182836743,-0.00623037793406794,0.005612499727274612,-0.6614586914920662,1091.8917120598835,-425.05268005725094,17.44925070971109
50,315969111322412937,-0.7513815941520963,-0.006146160245963635,0.005839818622396632,-0.659813474553334,1091.8960104849562,-425.01349766818015,17.450487559547437
51,315969111327482496,-0.7518640018841604,-0.006132007890950763,0.005902609141006467,-0.6592632860665676,1091.8975617452443,-424.9997047539557,17.450682228024927
52,315969111337425436,-0.7528088336058144,-0.006104513357325277,0.006018739692140238,-0.6581833860970983,1091.9007184186164,-424.9727174160887,17.45108586808687
53,315969111342441193,-0.753287368403232,-0.006084085210254264,0.006089186698409901,-0.6576351924255878,1091.902384733558,-424.9590519795766,17.451330470476027
54,315969111349927217,-0.7539842443515283,-0.006075122913907743,0.006177613204903318,-0.6568353593148943,1091.9047569128875,-424.93832369689,17.451722242509646
55,315969111357428275,-0.7547138397514832,-0.0060761802218976604,0.00622590888092454,-0.6559964467739822,1091.9072928415035,-424.9158616037633,17.453192978041024
56,315969111359681000,-0.7549214512463317,-0.0060759109247337595,0.006241588011929768,-0.6557573700185584,1091.9080198579238,-424.90970161581595,17.453287312787346
57,315969111362451242,-0.7551846520202965,-0.006061394836800535,0.006290801312859286,-0.6554539088787695,1091.908984370102,-424.90219737073227,17.45343482324733
58,315969111372412935,-0.756096329034049,-0.0060532521082841345,0.006380072588252864,-0.6544012484966066,1091.9124690211017,-424.8748832829685,17.45378712747534
59,315969111377482498,-0.7565513756228568,-0.00605150545602132,0.0064177494789867265,-0.653874764627374,1091.9142237611377,-424.860883265573,17.453926693937284
60,315969111387425440,-0.7574515981904077,-0.006028332711242457,0.00649804395416736,-0.6528311504732975,1091.9187944508453,-424.830118727184,17.452656980496887
61,315969111392441188,-0.7579032493041494,-0.006022286811812,0.006540238736880503,-0.652306386625973,1091.9206718814778,-424.81632355478547,17.452823828818474
62,315969111399927218,-0.7585605962203867,-0.0060047114715559265,0.006603220729897184,-0.6515413745710299,1091.9234204387783,-424.79563604483934,17.453062359427335
63,315969111407428273,-0.759215043344019,-0.005996270446769253,0.006671825601230539,-0.6507780339286316,1091.9262184488612,-424.77513378748404,17.453423117840345
64,315969111412451238,-0.7596597604157113,-0.0059779592148118165,0.0067152672892763325,-0.6502585774859135,1091.9281822306457,-424.7612884267055,17.453598073491076
65,315969111422412934,-0.7605108343839218,-0.005943062214023542,0.006799170401386353,-0.6492624446847702,1091.9321118785508,-424.7337566956755,17.45397100859267
66,315969111427482494,-0.7609326650089702,-0.005922167472875218,0.006837533081513377,-0.6487677977490319,1091.934109143485,-424.7196848548997,17.454140908250185
67,315969111437425444,-0.7617807427617065,-0.0058125623187681615,0.006960786838739669,-0.6477714577868486,1091.9382650331731,-424.69194444061856,17.454721833783818
68,315969111442441191,-0.7622170557829655,-0.005817285120848917,0.006977710780638504,-0.6472577775659651,1091.9404547565891,-424.6767773231568,17.456782081631463
69,315969111449927218,-0.7628455158932023,-0.00576309528924676,0.007075187735670661,-0.6465163937077126,1091.9418845977295,-424.66113500502445,17.45951791007791
70,315969111457428272,-0.763451465294798,-0.00564458259663639,0.007166748930678434,-0.6458007715513355,1091.945224313381,-424.6403617392396,17.459919439558647
71,315969111459213000,-0.7635955376520809,-0.005616384083001436,0.007188533164295446,-0.6456304175754172,1091.9460246617077,-424.6354200728104,17.460014930437882
72,315969111462451242,-0.7638418914260956,-0.005635787989306063,0.007178528873506649,-0.6453388811466086,1091.9474940939544,-424.6265162788962,17.460170588339267
73,315969111472412941,-0.7646470804598291,-0.0054980608829421004,0.007287624804614192,-0.6443845933877489,1091.951826023325,-424.5988869594667,17.46070351945487
74,315969111477482494,-0.7650472707573607,-0.005405988960914617,0.007364061806633891,-0.6439093254362575,1091.9541755286994,-424.5848001130794,17.46097528283968
75,315969111487425440,-0.7657978273540273,-0.005330962628876158,0.007414709909497129,-0.6430165554122685,1091.9587669541881,-424.55700569742555,17.46138692339201
76,315969111492441193,-0.7662027601525438,-0.005199663525019084,0.007471443581508675,-0.6425344125917759,1091.9635614724477,-424.5355372213504,17.458050128468567
77,315969111499927218,-0.766771099670211,-0.005085804212949624,0.007557780215069567,-0.6418559770417844,1091.9672542948676,-424.51461997187863,17.45838053417873
78,315969111507428271,-0.7673306570482908,-0.004896593588677874,0.007709542027626113,-0.6411865945937967,1091.970992998435,-424.4935423676031,17.45868430953957
79,315969111512451242,-0.7677107235211009,-0.004806420508694816,0.007765874610102471,-0.6407314839339031,1091.9734423047726,-424.47946307011904,17.4588770501293
80,315969111522412940,-0.7684613431762999,-0.004521913523769897,0.007978051241652028,-0.6398304986792565,1091.9783927568437,-424.45149355163727,17.45934968485904
81,315969111527482494,-0.7688339076626104,-0.004318276162098671,0.008123792113363221,-0.639382341733745,1091.9810787400254,-424.4371982510371,17.459556144293195
82,315969111537425440,-0.7695097934446654,-0.004114381410397822,0.008243742941759405,-0.6385685478949524,1091.9861479378153,-424.40894654719284,17.46005951638717
83,315969111542441188,-0.7699432891135275,-0.0038794555212599215,0.00843561483827221,-0.6380447647118516,1091.9887887870848,-424.39384634532746,17.46174553009638
84,315969111549927210,-0.7704444030936906,-0.0036531752889956163,0.008590007851448967,-0.6374388502570477,1091.9929183904196,-424.3726504981933,17.46194703529373
85,315969111557428265,-0.7709386557927322,-0.0034297190188400835,0.008718612231887326,-0.6368404916717348,1091.9968011284661,-424.35132820989725,17.46215038282911
86,315969111559410000,-0.771114924002881,-0.0033031000614617972,0.008828218826819428,-0.6366262059186388,1091.9976616829003,-424.34576389019907,17.462314300482497
87,315969111562451242,-0.771321031965139,-0.0031857166669571444,0.008915690009641762,-0.636375853823197,1091.9993469352842,-424.3370978416715,17.462359190736322
88,315969111572412939,-0.7719714711282833,-0.0029045487706312817,0.009113955528862273,-0.6355852005633006,1092.00483709524,-424.3087608898571,17.46254825767612
89,315969111577482494,-0.7722985859061322,-0.0027959774583836685,0.009202838441166475,-0.6351868894129244,1092.0074846465964,-424.2942860356742,17.462621434369442
90,315969111587425436,-0.7729914458859557,-0.0024794188004337338,0.009463317444822428,-0.6343410145122971,1092.0114251599532,-424.2695452089886,17.46448656923347
91,315969111592441187,-0.7733111372716086,-0.0023660442669854514,0.009567254781664236,-0.633950119837642,1092.0142467458136,-424.25524494038143,17.46458389853431
92,315969111599927218,-0.7738014198052738,-0.00219425460057583,0.009706042655389564,-0.6333500933054814,1092.0183772833993,-424.23374654951283,17.464587496585686
93,315969111607428272,-0.7742803498376435,-0.002077976546122236,0.009803556597956628,-0.6327633934945991,1092.0224403087354,-424.21211351251833,17.46452771347828
94,315969111612451246,-0.7746115584773008,-0.0019800131143145184,0.009888750246026782,-0.6323568815471261,1092.0252031872958,-424.19775736249164,17.464591721660177
95,315969111622412937,-0.7752426916636578,-0.0018352440822743943,0.010004589178881557,-0.6315815933801484,1092.030802118975,-424.16895792643925,17.464495753010997
96,315969111627482494,-0.775563303914818,-0.0017362521098684884,0.010036698135920027,-0.631187620078112,1092.0361681903032,-424.14732952509655,17.46103752014637
97,315969111637425436,-0.7762167501645932,-0.0016589640458232234,0.010118583593852034,-0.6303827558462133,1092.0417651625246,-424.1180215030064,17.462818010214658
98,315969111642441186,-0.7765213896441898,-0.0016492627829645696,0.010117925047686898,-0.630007491185667,1092.04457024716,-424.10333381374613,17.462683153736656
99,315969111649927218,-0.7769931575189164,-0.0015824886990548114,0.010170954938760848,-0.6294248808030514,1092.0488397691943,-424.0815551243995,17.462552536636927
100,315969111657428271,-0.7774456216664267,-0.0015465105806702483,0.010192233112611658,-0.6288656709034971,1092.0533228056433,-424.0596858781497,17.462407918995435
101,315969111659606000,-0.7775739998409259,-0.0015498792607292393,0.010186804101666449,-0.6287070078087688,1092.0545635690087,-424.05332043501176,17.462369182367187
102,315969111662451242,-0.7777416793765166,-0.0015542804042565296,0.010179710361534004,-0.6284996721319559,1092.0561885614857,-424.0450046331864,17.46231855467637
103,315969111672412940,-0.7783553611694576,-0.0015156421541863076,0.010250803209906777,-0.6277384452151832,1092.0590168029676,-424.02441978227955,17.466250719619715
104,315969111677482494,-0.7786531719299222,-0.0015106560910852094,0.010249810446896036,-0.6273690278834685,1092.062118868793,-424.0097042523451,17.466233806697613
105,315969111687425440,-0.7792336166319183,-0.0014737619442583925,0.010255069306451583,-0.626647933284705,1092.0681874363693,-423.9806806430997,17.46608960858162
106,315969111692441192,-0.7795157547282362,-0.0014768203875407428,0.010236648105760025,-0.6262972282930607,1092.0712434539003,-423.96594339105445,17.465977715413324
107,315969111699927210,-0.7799558829071779,-0.001446726235589948,0.01024202439521215,-0.6257490140926886,1092.0758639483877,-423.94397984206256,17.465826510230492
108,315969111707428273,-0.780373839983517,-0.001433020494428626,0.010212654071674722,-0.6252282127499168,1092.0817978780476,-423.9188800398617,17.464148420912277
109,315969111712451246,-0.7806482165360099,-0.0014495771557742243,0.01016131248256585,-0.6248863964544662,1092.0849936090408,-423.9040446737388,17.464016101537172
110,315969111722412943,-0.7812106077817736,-0.0014332871560240332,0.010127727807396908,-0.6241837558817273,1092.0914059431614,-423.8746947838583,17.463795852159237
111,315969111727482494,-0.7814841161370387,-0.0014440423897292124,0.010088530791443256,-0.6238418970488903,1092.0947742240076,-423.8597484915822,17.463729658636346
112,315969111737425444,-0.7820518463426439,-0.0014725816265853174,0.009998459077047505,-0.6231314243010853,1092.1010834242456,-423.8291780957925,17.46520399586109
113,315969111742441195,-0.7823127052266619,-0.0014954691704118768,0.009920772557629652,-0.6228050843440203,1092.1045371700827,-423.81430722012715,17.46507536001549
114,315969111749927210,-0.7827028423644704,-0.0015533800409888697,0.00981048706139008,-0.6223163198154502,1092.1096434775134,-423.7921393301905,17.46491923040946
115,315969111757428269,-0.7830963408076509,-0.001598262111568018,0.009686480621656337,-0.6218229158410428,1092.1151382966498,-423.76873716802356,17.464166129538903
116,315969111759803000,-0.7832169437557198,-0.001628692679880101,0.009628145160572135,-0.621671830787652,1092.1168030033036,-423.7616539913653,17.464106989193077
117,315969111762451242,-0.7833513986970286,-0.001662628026128075,0.009563090406001817,-0.621503313852261,1092.118662657354,-423.7537557655543,17.464040591201837
118,315969111772412941,-0.7838602399660408,-0.0017771241140017997,0.009343071707484885,-0.620864456255416,1092.125710762245,-423.7241060220121,17.463828816811823
119,315969111777482494,-0.7841118789591086,-0.001850687199742537,0.009216785197435138,-0.6205482955441336,1092.129300622491,-423.70901250210363,17.463733838263835
120,315969111787425444,-0.7846207584418295,-0.002018216369104355,0.008917986114320665,-0.6199085914459651,1092.136235864891,-423.67928985058717,17.46354379557922
121,315969111792441190,-0.784878589715952,-0.0021145727765350328,0.00873362586781021,-0.6195844185957812,1092.1399302462157,-423.66429036732967,17.46350573035534
122,315969111799927210,-0.7852292177828988,-0.0022915174532568594,0.008457391727407329,-0.6191431958868542,1092.1445745926605,-423.6445030913886,17.464749216163135
123,315969111807428275,-0.7856071535650959,-0.002447874007080541,0.008163248075623342,-0.6186669294224875,1092.1500010655072,-423.62210176973025,17.464729116484317
124,315969111812451246,-0.7858471279694085,-0.002588153126905611,0.007919247196602005,-0.6183646807907636,1092.153760943022,-423.60703217729565,17.46475252015587
125,315969111822412936,-0.7863328237179793,-0.002845385151152721,0.007456561522448262,-0.6177515631848396,1092.1611901239921,-423.57712729344127,17.464838819400157
126,315969111827482494,-0.7865836374114389,-0.0029723868868438397,0.007205366779857476,-0.6174345543961341,1092.1649130781218,-423.561968034108,17.46488025751702
127,315969111837425436,-0.7870599949079549,-0.00324995670868127,0.0066836514565028985,-0.6168316877399292,1092.1723799594124,-423.5321311683433,17.46511245816923
128,315969111842441189,-0.7872980058532184,-0.0033936844725705904,0.006410715452317555,-0.6165299957119976,1092.1762603340196,-423.5169196366996,17.46522377426155
129,315969111849927210,-0.7876564784983735,-0.0035590207859866885,0.0059635217652411485,-0.616075516198089,1092.1853483835384,-423.4855867907202,17.461015611573767
130,315969111857428277,-0.7880345337349765,-0.003775947128555994,0.005559840149125029,-0.6155943502355237,1092.190798620522,-423.4629572900639,17.46274187002811
131,315969111859999000,-0.7881505088860257,-0.003840700283651265,0.00541336535164102,-0.6154467644236987,1092.1928289981827,-423.4551379518194,17.462854957234356
132,315969111862451238,-0.78826109400944,-0.0039024687384866695,0.005273641291792768,-0.6153059459458453,1092.1947685503214,-423.447679707244,17.462961674756784
133,315969111872412943,-0.7887309555340289,-0.004110887355635528,0.00473819001390835,-0.6147065396942828,1092.2026909155804,-423.4173616929241,17.463322527930213
134,315969111877482494,-0.7889588649215472,-0.004243811440502012,0.004454290355925962,-0.61441521695315,1092.2067348259243,-423.4020194566708,17.46352538565369
135,315969111887425436,-0.7894124378803467,-0.004447408459570683,0.00395005380642184,-0.6138343592148682,1092.2125640882525,-423.3776649710285,17.467001412283665
136,315969111892441191,-0.7896404655395198,-0.004515441997256478,0.003697016265642991,-0.613542075196829,1092.2167161441614,-423.3624121476735,17.46734554525758
137,315969111899927218,-0.7899648938722271,-0.004676493843583776,0.0032749268387724456,-0.6131254942578823,1092.2227619904377,-423.33964281239724,17.46780715115942
138,315969111907428273,-0.7903096073085197,-0.004785784688465037,0.002894482482816059,-0.6126821711392667,1092.2288187292745,-423.3167928654644,17.468294328448945
139,315969111912451246,-0.7905304642303312,-0.004848251178965578,0.0026475713526197837,-0.6123978036784714,1092.2330248168996,-423.3014625638013,17.468662912432325
140,315969111922412942,-0.7909581028163282,-0.005032873531737417,0.002127278904427966,-0.6118459156173809,1092.2413021845716,-423.27095175231705,17.46928405557991
141,315969111927482494,-0.7911857699678775,-0.005088074855822704,0.0018846506222047503,-0.611551826901556,1092.2454952969626,-423.25537842845415,17.469545432885443
142,315969111937425436,-0.7916047309680553,-0.005228624445108357,0.0013949110696789954,-0.6110095462580863,1092.2548753085482,-423.2221214167518,17.468913528117653
143,315969111942441186,-0.7918119546199046,-0.005301425552021573,0.001169473464844631,-0.6107408253424177,1092.2590593107504,-423.20656957096526,17.46937755671213
144,315969111949927218,-0.7921612856465946,-0.005385839299236139,0.0008350243381683287,-0.6102874675037429,1092.2648983750241,-423.18293424344995,17.471657969330316
145,315969111957428275,-0.7924722996475235,-0.0055001547616973494,0.0004923260940660197,-0.6098829069616399,1092.2712979177247,-423.15976737733115,17.472141021324227
146,315969111959532000,-0.7925590649807157,-0.005532241894064978,0.0003997571913954214,-0.609769926292456,1092.2731107593158,-423.15322788138803,17.472272684677115
147,315969111962451242,-0.7926794259783652,-0.005576767451217562,0.0002713035822173938,-0.6096131180427229,1092.2756294714693,-423.1441541643089,17.472454143932588
148,315969111972412940,-0.7930944206017182,-0.005700671599706855,-0.0001483772416777468,-0.6090720157238645,1092.2841150171205,-423.11342034213175,17.473216617795657
149,315969111977482494,-0.793304367538303,-0.005789277943608946,-0.00033884269378178723,-0.608797626384313,1092.2861630504908,-423.10400130778737,17.476679352203107
150,315969111987425436,-0.7937066651384133,-0.005922823541403933,-0.0007433584138778778,-0.6082714010163759,1092.2947769364457,-423.0730984030007,17.477326548500606
151,315969111992441193,-0.7939036844709572,-0.005983847216611688,-0.0009340621946563503,-0.6080133722902349,1092.299170787133,-423.0574460108903,17.477657045108316
152,315969111999927218,-0.7942131781387187,-0.006070588550537703,-0.0012120832498874084,-0.6076076912610977,1092.3057160415715,-423.0340928042369,17.478101399497394
153,315969112007428269,-0.7945067997781934,-0.006172550491778475,-0.0015005553800949145,-0.6072220294589051,1092.3122439702042,-423.01063470247783,17.478536265709472
154,315969112012451246,-0.7947002460663121,-0.006232668282376562,-0.001677225190237949,-0.6069677583396716,1092.3166463187881,-422.9948591664237,17.47884030702684
155,315969112022412943,-0.7951010519857676,-0.006331086844032082,-0.0019895015087149468,-0.6064406618575685,1092.3253748311852,-422.96358451269066,17.479389209201443
156,315969112027482494,-0.7952943730370033,-0.006392127263592983,-0.002166127171766117,-0.6061858698598983,1092.3296915387189,-422.94807252068154,17.47985802450064
157,315969112037425444,-0.7956743728439011,-0.006503359420706381,-0.002461388647768795,-0.605684687177771,1092.3384008025662,-422.9165478305213,17.480356287218108
158,315969112042441191,-0.7958968536109968,-0.006546168210663435,-0.0026417623249929676,-0.6053910861465434,1092.3445347345728,-422.8939697600143,17.47845327669983
159,315969112049927210,-0.7961782285489479,-0.006591708990828977,-0.0027940036703857007,-0.6050198106679892,1092.351302837304,-422.87008273638037,17.478700550985643
160,315969112057428277,-0.7964484930274791,-0.006677681401070643,-0.002987470949340235,-0.6046621218024908,1092.3580818701225,-422.8462003471145,17.478931667685593
161,315969112059732000,-0.7965313802695203,-0.006696802869224706,-0.003034054068999084,-0.6045524853916078,1092.3601559643369,-422.83882232157566,17.47899650844617
162,315969112062451238,-0.7966424142263071,-0.006718430793949826,-0.0031046087029002246,-0.6044055657819092,1092.36255718865,-422.83019769704293,17.47909983130776
163,315969112072412942,-0.7970025791734396,-0.006776646230752301,-0.0032830641302262174,-0.603928958857468,1092.3716946693157,-422.7983112514387,17.479336633076276
164,315969112077482494,-0.797179560098504,-0.006794947299711577,-0.0033477887827518863,-0.6036947655584036,1092.3763054165165,-422.78196765940714,17.479422355677357
165,315969112087425444,-0.7975412415489864,-0.006808751492419053,-0.003461931483999692,-0.603216067393779,1092.3853386173168,-422.7500015974812,17.47964674940898
166,315969112092441190,-0.7977177699281623,-0.006839037981038818,-0.0035304157960657544,-0.6029818598139088,1092.3892696494465,-422.7357750059659,17.480700474474887
167,315969112099927218,-0.7979752255954663,-0.006824810884948906,-0.0035619784891222886,-0.6026410819065462,1092.3961679636723,-422.71152838573653,17.48076078156014
168,315969112107428275,-0.7982380369520907,-0.0068065143936353245,-0.003603958262475343,-0.6022928849069399,1092.4030741475055,-422.6872823605532,17.4808591305552
169,315969112112451246,-0.7984119661300445,-0.0068052284588793,-0.003642211730276571,-0.6020620860838948,1092.4077275739537,-422.6710839918491,17.480933803518095
170,315969112122412940,-0.7987487682829985,-0.006756912185102739,-0.003651630074981736,-0.6016156704258219,1092.4169867375854,-422.6387544486901,17.481002237596666
171,315969112127482494,-0.7989163422337746,-0.006709592797990136,-0.0036227585585071886,-0.6013938269526204,1092.421729395237,-422.622221026476,17.48101803716691
172,315969112137425444,-0.799235849634335,-0.006658772235548068,-0.003600316293022407,-0.6009698454450006,1092.4301567115517,-422.5917378552848,17.48217408217201
173,315969112142441193,-0.7994312741957429,-0.006615140100179053,-0.0035898754534084342,-0.6007104048986124,1092.434575524072,-422.5740293522885,17.482729562720923
174,315969112149927218,-0.7996634875622997,-0.006531054838000845,-0.003534993827609038,-0.6004024948324596,1092.4416389597088,-422.54948578464194,17.482777248229873
175,315969112157428271,-0.7998995159455197,-0.006446743934291696,-0.003492259772947399,-0.600089166711454,1092.4487738950108,-422.52499230417,17.48284939329278
176,315969112159929000,-0.7999763656259743,-0.006411284669127332,-0.003470562561290771,-0.5999872207507898,1092.451153877902,-422.5167820918997,17.48287335608929
177,315969112162451242,-0.8000545420931311,-0.006401469994553845,-0.0034696338329202048,-0.5998830823578246,1092.4535252259386,-422.50858631941566,17.48290332652035
178,315969112172412935,-0.8003616874686298,-0.00627389234066922,-0.003400122564045328,-0.599474975852883,1092.4629249008956,-422.4757917016933,17.482992292444386
179,315969112177482494,-0.8005113304923629,-0.006189194259726294,-0.003361702869237356,-0.5992762322848966,1092.4678398015697,-422.45889867781267,17.48298586587981
180,315969112187425444,-0.8007994708527579,-0.006039878922290699,-0.003313643661254297,-0.5988929345970223,1092.479227430202,-422.4213592700101,17.480714870398185
181,315969112192441188,-0.8009485330608911,-0.0059648755151704425,-0.0032809951626588305,-0.5986944986538943,1092.4840430761446,-422.40477262852465,17.480748114863456
182,315969112199927210,-0.8011560657476605,-0.005834997290504797,-0.0032396739093840917,-0.598418261448722,1092.4912586261873,-422.37990436106793,17.4809697824843
183,315969112207428277,-0.8013782492686509,-0.005698529470559621,-0.0031810980041467804,-0.5981223194100628,1092.4975223912293,-422.35756903156806,17.482521562328543
184,315969112212451238,-0.801519022509192,-0.0056163118561465076,-0.003153729705095907,-0.5979345847047075,1092.5023890532213,-422.34093041759166,17.482654598935426
185,315969112222412938,-0.801798173993383,-0.005410764337613309,-0.0031072696263997595,-0.5975623454382216,1092.5120673133295,-422.3077629718612,17.48303123113225
186,315969112227482494,-0.8019368288999316,-0.005289026712775593,-0.0030891216446869894,-0.5973774401312941,1092.516994893774,-422.29082195356426,17.483308578209886
